Asset ID,Confidentiality,Integrity,Availability,Risk Index,Risk Level
A627,0.8,0.5,0.5,0.6,Medium
A628,0.5,0.9,0.5,0.39,Low
A629,0.8,0.8,0.5,0.61,Medium
A630,0.6,1.0,0.5,0.52,Medium
A631,0.9,0.9,0.5,0.7,High
A632,0.4,0.4,0.5,0.37,Low
A633,0.8,0.6,0.5,0.6,Medium
A634,0.8,0.5,0.6,0.62,Medium
A635,0.9,0.9,0.5,0.82,High
A636,0.8,0.8,0.5,0.55,Medium
A637,0.8,0.5,0.5,0.49,Medium
A638,0.8,1.0,0.6,0.69,Medium
A639,0.9,0.7,0.6,0.7,High
A640,0.9,0.7,0.5,0.78,High
A641,0.9,0.9,0.7,0.72,High
A642,0.9,1.0,0.7,0.84,High
A643,0.9,1.0,0.6,0.82,High
A644,0.8,0.6,0.5,0.52,Medium
A645,0.8,1.0,0.7,0.74,High
A646,0.6,0.6,0.5,0.45,Medium
A647,0.9,1.0,0.7,0.75,High
A648,0.4,0.5,0.5,0.37,Low
A649,0.9,0.5,0.5,0.78,High
A650,0.8,0.9,0.8,0.63,Medium
A651,0.6,0.4,0.5,0.43,Medium
A652,0.6,0.5,0.5,0.42,Medium
A653,0.9,0.4,0.5,0.55,Medium
A654,0.9,0.9,0.5,0.75,High
A655,0.3,0.4,0.5,0.35,Low
A656,0.9,0.9,0.5,0.62,Medium
A657,0.7,1.0,0.6,0.56,Medium
A658,0.8,1.0,0.5,0.63,Medium
A659,0.9,0.7,0.5,0.72,High
A660,0.6,0.4,0.5,0.36,Low
A661,0.8,0.4,0.5,0.43,Medium
A662,0.7,0.7,0.5,0.55,Medium
A663,0.5,0.6,0.5,0.38,Low
A664,0.6,0.4,0.5,0.4,Medium
A665,0.6,0.7,0.6,0.53,Medium
A666,0.7,1.0,0.5,0.51,Medium
A667,0.9,0.9,0.5,0.65,Medium
A668,0.9,0.4,0.5,0.69,Medium
A669,0.9,0.9,0.5,0.71,High
A670,0.6,0.5,0.5,0.45,Medium
A671,0.7,0.9,0.5,0.52,Medium
A672,0.9,0.6,0.5,0.65,Medium
A673,0.7,1.0,0.5,0.51,Medium
A674,0.7,0.4,0.5,0.41,Medium
A675,0.8,0.9,0.5,0.67,Medium
A676,0.9,0.9,0.5,0.76,High
A677,0.6,0.4,0.5,0.47,Medium
A678,0.9,0.8,0.6,0.8,High
A679,0.9,0.9,0.5,0.77,High
A680,0.9,0.4,0.5,0.6,Medium
A681,0.9,0.7,0.5,0.82,High
A682,0.6,0.4,0.5,0.42,Medium
A683,0.9,1.0,0.6,0.82,High
A684,0.6,0.4,0.5,0.37,Low
A685,0.4,0.5,0.5,0.38,Low
A686,0.5,0.6,0.5,0.4,Medium
A687,0.9,1.0,0.6,0.81,High
A688,0.9,0.4,0.5,0.67,Medium
A689,0.7,0.4,0.5,0.42,Medium
A690,0.9,1.0,0.9,0.84,High
A691,0.7,0.8,0.5,0.45,Medium
A692,0.8,0.5,0.5,0.56,Medium
A693,0.8,0.8,0.5,0.67,Medium
A694,0.8,0.6,0.5,0.6,Medium
A695,0.9,0.7,0.5,0.76,High
A696,0.9,0.4,0.5,0.62,Medium
A697,0.6,0.5,0.5,0.45,Medium
A698,0.9,0.9,0.8,0.81,High
A699,0.9,0.5,0.5,0.57,Medium
A700,0.8,0.9,0.6,0.64,Medium
A701,0.8,0.6,0.5,0.55,Medium
A702,0.9,0.5,0.5,0.63,Medium
A703,0.9,0.7,0.5,0.82,High
A704,0.3,0.5,0.5,0.36,Low
A705,0.9,0.9,0.5,0.8,High
A706,0.9,1.0,0.8,0.81,High
A707,0.5,0.6,0.5,0.38,Low
A708,0.7,0.4,0.5,0.41,Medium
A709,0.8,0.4,0.5,0.51,Medium
A710,0.8,0.9,0.5,0.55,Medium
A711,0.8,0.7,0.5,0.6,Medium
A712,0.9,1.0,0.6,0.78,High
A713,0.7,0.8,0.5,0.46,Medium
A714,0.9,1.0,0.5,0.69,Medium
A715,0.7,1.0,0.6,0.6,Medium
A716,0.8,1.0,0.5,0.7,High
A717,0.8,0.4,0.5,0.49,Medium
A718,0.9,0.4,0.5,0.67,Medium
A719,0.9,1.0,0.7,0.81,High
A720,0.8,1.0,0.5,0.65,Medium
A721,0.5,0.5,0.5,0.41,Medium
A722,0.7,0.4,0.5,0.47,Medium
A723,0.6,1.0,0.5,0.43,Medium
A724,0.8,0.8,0.6,0.63,Medium
A725,0.9,0.8,0.5,0.65,Medium
A726,0.9,0.8,0.8,0.84,High
A727,0.6,0.8,0.5,0.42,Medium
A728,0.9,0.8,0.6,0.75,High
A729,0.9,0.9,0.6,0.74,High
A730,0.9,0.7,0.5,0.61,Medium
A731,0.8,0.4,0.5,0.53,Medium
A732,0.7,0.5,0.5,0.45,Medium
A733,0.8,0.6,0.8,0.66,Medium
A734,0.9,0.4,0.5,0.6,Medium
A735,0.9,1.0,0.6,0.78,High
A736,0.6,1.0,0.6,0.55,Medium
A737,0.9,0.5,0.5,0.62,Medium
A738,0.6,1.0,0.5,0.49,Medium
A739,0.9,1.0,0.7,0.77,High
A740,0.8,0.8,0.5,0.55,Medium
A741,0.8,0.4,0.5,0.53,Medium
A742,0.9,0.8,0.5,0.8,High
A743,0.6,0.8,0.6,0.5,Medium
A744,0.4,0.5,0.5,0.36,Low
A745,0.9,0.8,0.5,0.79,High
A746,0.9,0.6,0.6,0.81,High
A747,0.9,1.0,0.6,0.76,High
A748,0.9,0.9,0.5,0.55,Medium
A749,0.5,1.0,0.5,0.47,Medium
A750,0.8,0.8,0.5,0.56,Medium
A751,0.9,0.8,0.5,0.75,High
A752,0.9,1.0,0.6,0.83,High
A753,0.8,0.7,0.6,0.55,Medium
A754,0.9,1.0,0.5,0.75,High
A755,0.8,0.6,0.6,0.65,Medium
A756,0.8,1.0,0.8,0.75,High
A757,0.7,0.4,0.5,0.48,Medium
A758,0.8,0.4,0.6,0.56,Medium
A759,0.5,1.0,0.5,0.42,Medium
A760,0.9,0.9,0.6,0.84,High
A761,0.7,0.9,0.5,0.57,Medium
A762,0.8,0.9,0.6,0.7,High
A763,0.9,1.0,0.6,0.73,High
A764,0.9,1.0,0.5,0.8,High
A765,0.9,0.5,0.5,0.62,Medium
A766,0.9,1.0,0.5,0.8,High
A767,0.9,0.4,0.5,0.64,Medium
A768,0.6,0.4,0.5,0.38,Low
A769,0.6,0.4,0.5,0.38,Low
A770,0.8,0.4,0.5,0.58,Medium
A771,0.9,1.0,0.9,0.85,High
A772,0.7,1.0,0.6,0.6,Medium
A773,0.9,0.6,0.5,0.81,High
A774,0.4,0.5,0.5,0.37,Low
A775,0.8,0.4,0.5,0.4,Medium
A776,0.8,1.0,0.5,0.59,Medium
A777,0.7,1.0,0.6,0.54,Medium
A778,0.9,0.9,0.5,0.7,High
A779,0.9,1.0,0.5,0.7,High
A780,0.7,1.0,0.5,0.57,Medium
A781,0.6,0.9,0.5,0.46,Medium
A782,0.4,1.0,0.5,0.44,Medium
A783,0.7,1.0,0.5,0.53,Medium
A784,0.9,0.9,0.5,0.69,Medium
A785,0.5,0.4,0.5,0.41,Medium
A786,0.8,0.6,0.5,0.55,Medium
A787,0.8,1.0,0.5,0.68,Medium
A788,0.6,0.5,0.5,0.44,Medium
A789,0.9,0.6,0.6,0.84,High
A790,0.9,0.5,0.5,0.66,Medium
A791,0.9,1.0,0.6,0.79,High
A792,0.8,0.4,0.5,0.47,Medium
A793,0.7,0.9,0.5,0.57,Medium
A794,0.7,0.9,0.5,0.49,Medium
A795,0.6,0.6,0.5,0.38,Low
A796,0.9,0.9,0.5,0.71,High
A797,0.7,0.8,0.5,0.48,Medium
A798,0.7,0.6,0.5,0.49,Medium
A799,0.5,0.9,0.5,0.46,Medium
A800,0.5,0.8,0.5,0.45,Medium
A801,0.9,1.0,0.6,0.78,High
A802,0.9,0.9,0.5,0.68,Medium
A803,0.9,0.5,0.5,0.65,Medium
A804,0.4,0.4,0.5,0.36,Low
A805,0.7,0.4,0.5,0.39,Low
A806,0.6,0.9,0.5,0.51,Medium
A807,0.8,1.0,0.5,0.69,Medium
A808,0.6,0.7,0.5,0.4,Medium
A809,0.7,0.8,0.5,0.5,Medium
A810,0.9,1.0,0.6,0.77,High
A811,0.6,1.0,0.6,0.56,Medium
A812,0.6,0.4,0.5,0.4,Medium
A813,0.8,0.6,0.5,0.52,Medium
A814,0.6,0.4,0.5,0.41,Medium
A815,0.9,0.8,0.6,0.69,Medium
A816,0.8,0.7,0.5,0.61,Medium
A817,0.9,0.8,0.6,0.77,High
A818,0.8,0.6,0.5,0.52,Medium
A819,0.9,0.9,0.6,0.7,High
A820,0.6,1.0,0.6,0.53,Medium
A821,0.9,1.0,0.9,0.82,High
A822,0.9,0.9,0.5,0.82,High
A823,0.8,1.0,0.5,0.7,High
A824,0.5,0.6,0.5,0.39,Low
A825,0.6,0.4,0.5,0.49,Medium
A826,0.8,1.0,0.5,0.64,Medium
A827,0.5,0.4,0.5,0.37,Low
A828,0.9,0.4,0.5,0.6,Medium
A829,0.6,1.0,0.5,0.45,Medium
A830,0.9,0.9,0.5,0.78,High
A831,0.9,1.0,0.6,0.79,High
A832,0.8,0.8,0.5,0.63,Medium
A833,0.5,1.0,0.6,0.46,Medium
A834,0.3,0.4,0.5,0.35,Low
A835,0.9,0.8,0.5,0.68,Medium
A836,0.9,1.0,0.9,0.85,High
A837,0.4,0.5,0.5,0.38,Low
A838,0.9,1.0,0.7,0.77,High
A839,0.9,1.0,0.6,0.8,High
A840,0.9,0.8,0.6,0.67,Medium
A841,0.8,1.0,0.5,0.67,Medium
A842,0.6,0.5,0.5,0.41,Medium
A843,0.6,0.9,0.5,0.47,Medium
A844,0.7,0.8,0.5,0.56,Medium
A845,0.9,1.0,0.7,0.78,High
A846,0.9,1.0,0.7,0.75,High
A847,0.9,0.6,0.7,0.7,High
A848,0.8,0.5,0.5,0.56,Medium
A849,0.9,0.8,0.6,0.81,High
A850,0.8,1.0,0.5,0.56,Medium
A851,0.9,1.0,0.8,0.82,High
A852,0.8,0.6,0.5,0.55,Medium
A853,0.9,0.9,0.5,0.63,Medium
A854,0.9,1.0,0.7,0.76,High
A855,0.7,0.7,0.5,0.49,Medium
A856,0.4,0.4,0.5,0.36,Low
A857,0.9,1.0,0.8,0.81,High
A858,0.8,0.4,0.5,0.55,Medium
A859,0.6,0.9,0.5,0.47,Medium
A860,0.9,1.0,0.5,0.83,High
A861,0.9,1.0,0.8,0.8,High
A862,0.9,0.5,0.5,0.63,Medium
A863,0.5,0.9,0.5,0.39,Low
A864,0.6,0.4,0.5,0.42,Medium
A865,0.8,1.0,0.5,0.66,Medium
A866,0.9,0.6,0.7,0.73,High
A867,0.6,0.5,0.5,0.46,Medium
A868,0.9,0.5,0.5,0.71,High
A869,0.9,1.0,0.5,0.76,High
A870,0.9,1.0,0.6,0.72,High
A871,0.9,1.0,0.5,0.76,High
A872,0.8,0.4,0.5,0.51,Medium
A873,0.6,0.4,0.5,0.4,Medium
A874,0.8,0.9,0.6,0.59,Medium
A875,0.8,0.4,0.5,0.5,Medium
A876,0.7,0.5,0.5,0.44,Medium
A877,0.9,1.0,0.5,0.76,High
A878,0.9,0.7,0.7,0.71,High
A879,0.3,0.8,0.5,0.37,Low
A880,0.8,0.9,0.6,0.67,Medium
A881,0.8,0.9,0.7,0.59,Medium
A882,0.7,0.7,0.5,0.49,Medium
A883,0.8,0.6,0.5,0.54,Medium
A884,0.7,0.7,0.5,0.46,Medium
A885,0.9,1.0,0.8,0.74,High
A886,0.7,1.0,0.6,0.58,Medium
A887,0.6,1.0,0.5,0.57,Medium
A888,0.9,1.0,0.6,0.8,High
A889,0.9,0.6,0.5,0.74,High
A890,0.8,0.4,0.5,0.47,Medium
A891,0.8,0.4,0.5,0.55,Medium
A892,0.4,0.4,0.5,0.37,Low
A893,0.8,0.9,0.5,0.56,Medium
A894,0.8,0.4,0.5,0.46,Medium
A895,0.4,0.6,0.5,0.4,Medium
A896,0.9,0.9,0.5,0.75,High
A897,0.9,1.0,0.5,0.65,Medium
A898,0.8,0.7,0.5,0.57,Medium
A899,0.9,0.6,0.5,0.69,Medium
A900,0.8,0.4,0.5,0.55,Medium
A901,0.9,1.0,0.6,0.82,High
A902,0.5,0.6,0.5,0.42,Medium
A903,0.8,0.5,0.5,0.58,Medium
A904,0.6,0.5,0.5,0.38,Low
A905,0.9,1.0,0.5,0.73,High
A906,0.9,1.0,0.6,0.83,High
A907,0.3,0.4,0.5,0.36,Low
A908,0.5,0.8,0.5,0.4,Medium
A909,0.4,0.4,0.5,0.35,Low
A910,0.9,0.9,0.5,0.72,High
A911,0.6,0.4,0.5,0.41,Medium
A912,0.9,0.8,0.6,0.82,High
A913,0.8,0.5,0.5,0.49,Medium
A914,0.9,1.0,0.7,0.81,High
A915,0.7,0.6,0.5,0.44,Medium
A916,0.7,0.4,0.5,0.45,Medium
A917,0.5,0.8,0.5,0.41,Medium
A918,0.7,1.0,0.5,0.54,Medium
A919,0.9,1.0,0.6,0.73,High
A920,0.9,0.5,0.5,0.59,Medium
A921,0.5,0.8,0.5,0.4,Medium
A922,0.6,0.9,0.5,0.46,Medium
A923,0.8,1.0,0.6,0.67,Medium
A924,0.9,1.0,0.5,0.63,Medium
A925,0.8,0.6,0.5,0.54,Medium
A926,0.4,0.4,0.5,0.36,Low
A927,0.9,1.0,0.6,0.83,High
A928,0.9,1.0,0.7,0.79,High
A929,0.8,1.0,0.6,0.7,High
A930,0.9,1.0,0.7,0.76,High
A931,0.9,1.0,0.6,0.77,High
A932,0.9,0.6,0.5,0.62,Medium
A933,0.9,0.9,0.5,0.66,Medium
A934,0.9,1.0,0.6,0.78,High
A935,0.8,0.8,0.5,0.56,Medium
A936,0.5,0.4,0.5,0.41,Medium
A937,0.9,1.0,0.7,0.83,High
A938,0.5,0.7,0.5,0.41,Medium
A939,0.6,1.0,0.6,0.59,Medium
A940,0.9,1.0,0.8,0.84,High
A941,0.9,0.6,0.5,0.59,Medium
A942,0.9,1.0,0.5,0.83,High
A943,0.7,0.8,0.5,0.49,Medium
A944,0.8,0.9,0.6,0.64,Medium
A945,0.7,0.9,0.6,0.6,Medium
A946,0.8,0.4,0.5,0.46,Medium
A947,0.7,0.7,0.5,0.53,Medium
A948,0.8,0.6,0.5,0.55,Medium
A949,0.5,0.4,0.5,0.36,Low
A950,0.9,1.0,0.8,0.84,High
A951,0.4,0.7,0.5,0.4,Medium
A952,0.9,0.5,0.5,0.7,High
A953,0.8,0.8,0.5,0.6,Medium
A954,0.8,0.9,0.5,0.58,Medium
A955,0.9,1.0,0.5,0.71,High
A956,0.8,0.5,0.5,0.58,Medium
A957,0.9,0.4,0.5,0.71,High
A958,0.4,0.5,0.5,0.36,Low
A959,0.8,0.6,0.5,0.64,Medium
A960,0.9,1.0,0.6,0.85,High
A961,0.6,0.4,0.5,0.4,Medium
A962,0.9,1.0,0.5,0.72,High
A963,0.3,0.7,0.5,0.36,Low
A964,0.5,0.4,0.5,0.38,Low
A965,0.8,0.4,0.5,0.47,Medium
A966,0.9,1.0,0.6,0.84,High
A967,0.9,0.4,0.5,0.75,High
A968,0.8,0.9,0.5,0.54,Medium
A969,0.9,0.4,0.5,0.79,High
A970,0.9,0.9,0.6,0.74,High
A971,0.6,0.8,0.5,0.43,Medium
A972,0.8,0.4,0.5,0.52,Medium
A973,0.8,0.5,0.5,0.54,Medium
A974,0.7,0.5,0.5,0.45,Medium
A975,0.5,0.6,0.5,0.44,Medium
A976,0.9,0.8,0.5,0.7,High
A977,0.6,0.4,0.5,0.37,Low
A978,0.9,0.8,0.5,0.78,High
A979,0.6,0.5,0.5,0.4,Medium
A980,0.8,0.9,0.7,0.67,Medium
A981,0.7,0.8,0.5,0.57,Medium
A982,0.8,0.8,0.5,0.49,Medium
A983,0.9,0.5,0.5,0.7,High
A984,0.9,0.6,0.5,0.7,High
A985,0.5,0.5,0.5,0.36,Low
A986,0.9,1.0,0.6,0.8,High
A987,0.7,0.8,0.5,0.56,Medium
A988,0.9,0.8,0.5,0.76,High
A989,0.8,1.0,0.5,0.66,Medium
A990,0.7,0.9,0.5,0.46,Medium
A991,0.9,1.0,0.5,0.76,High
A992,0.9,1.0,0.7,0.85,High
A993,0.7,1.0,0.5,0.46,Medium
A994,0.7,1.0,0.5,0.44,Medium
A995,0.9,1.0,0.9,0.84,High
A996,0.7,1.0,0.7,0.7,High
A997,0.9,1.0,0.7,0.81,High
A998,0.3,0.9,0.6,0.37,Low
A999,0.8,0.4,0.5,0.51,Medium
A1000,0.7,0.4,0.5,0.38,Low
